Precio,fecha
0.652117,2024-03-29T16:10:33.185Z
0.653549,2024-03-29T16:20:33.459Z
0.653549,2024-03-29T16:20:33.459Z
0.652157,2024-03-29T16:29:39.557Z
0.652157,2024-03-29T16:29:39.557Z
0.651704,2024-03-29T16:51:07.755Z
0.651704,2024-03-29T16:51:07.755Z
0.648335,2024-03-29T17:00:26.664Z
0.648335,2024-03-29T17:00:26.664Z
0.652544,2024-03-29T17:20:29.085Z
0.652544,2024-03-29T17:20:29.085Z
0.651001,2024-03-29T17:40:56.916Z
0.651001,2024-03-29T17:40:56.916Z
0.652134,2024-03-29T18:00:49.344Z
0.652134,2024-03-29T18:00:49.344Z
0.651343,2024-03-29T18:21:15.907Z
0.651343,2024-03-29T18:21:15.907Z
0.650662,2024-03-29T18:31:21.263Z
0.650644,2024-03-29T18:43:03.384Z
0.649835,2024-03-29T19:03:39.496Z
0.649835,2024-03-29T19:03:39.496Z
0.647893,2024-03-29T19:13:41.622Z
0.646761,2024-03-29T19:33:35.657Z
0.646761,2024-03-29T19:33:35.657Z
0.645962,2024-03-29T19:43:30.497Z
0.647164,2024-03-29T19:53:41.171Z
0.647991,2024-03-29T20:03:56.301Z
0.647991,2024-03-29T20:03:56.301Z
0.64828,2024-03-29T20:13:52.504Z
0.648937,2024-03-29T20:33:42.301Z
0.648937,2024-03-29T20:33:42.301Z
0.649232,2024-03-29T22:14:53.405Z
0.649232,2024-03-29T22:14:53.405Z
0.652292,2024-03-30T10:20:46.425Z
0.652292,2024-03-30T10:20:46.425Z
0.652292,2024-03-30T10:20:46.425Z
0.652386,2024-03-30T10:30:28.615Z
0.653997,2024-03-30T11:00:51.446Z
0.653997,2024-03-30T11:00:51.446Z
0.655977,2024-03-30T11:21:14.998Z
0.655977,2024-03-30T11:21:14.998Z
0.652185,2024-03-30T14:14:35.102Z
0.652185,2024-03-30T14:14:35.102Z
0.653073,2024-03-30T14:24:24.575Z
0.653073,2024-03-30T14:24:24.575Z
0.653267,2024-03-30T14:34:41.461Z
0.653267,2024-03-30T14:34:41.461Z
0.653267,2024-03-30T14:34:41.461Z
0.651664,2024-03-30T14:44:06.390Z
0.651664,2024-03-30T14:44:06.390Z
0.651664,2024-03-30T14:44:06.390Z
0.652792,2024-03-30T15:04:37.254Z
0.652792,2024-03-30T15:04:37.254Z
0.652792,2024-03-30T15:04:37.254Z
0.653327,2024-03-30T15:14:45.967Z
0.653327,2024-03-30T15:14:45.967Z
0.653327,2024-03-30T15:14:45.967Z
0.650364,2024-03-30T15:34:20.977Z
0.650364,2024-03-30T15:34:20.977Z
0.650364,2024-03-30T15:34:20.977Z
0.651401,2024-03-30T15:45:04.050Z
0.651401,2024-03-30T15:45:04.050Z
0.651401,2024-03-30T15:45:04.050Z
0.650877,2024-03-30T16:05:43.265Z
0.650877,2024-03-30T16:05:43.265Z
0.650877,2024-03-30T16:05:43.265Z
0.65048,2024-03-30T16:15:13.335Z
0.65048,2024-03-30T16:15:13.335Z
0.649314,2024-03-30T16:35:40.244Z
0.648501,2024-03-30T16:45:46.771Z
0.648501,2024-03-30T16:45:46.771Z
0.650525,2024-03-30T17:06:52.992Z
0.650525,2024-03-30T17:06:52.992Z
0.647968,2024-03-30T17:27:21.594Z
0.648457,2024-03-30T17:36:08.513Z
0.64908,2024-03-30T17:46:34.837Z
0.64908,2024-03-30T17:46:34.837Z
0.649537,2024-03-30T18:07:14.005Z
0.649537,2024-03-30T18:07:14.005Z
0.650427,2024-03-30T18:26:39.403Z
0.649513,2024-03-30T19:48:10.061Z
0.649513,2024-03-30T19:48:10.061Z
0.64957,2024-03-30T20:59:19.580Z
0.64957,2024-03-30T20:59:19.580Z
0.644364,2024-03-30T22:40:51.864Z
0.644364,2024-03-30T22:40:51.864Z
0.648465,2024-03-31T10:34:59.655Z
0.648465,2024-03-31T10:34:59.655Z
0.64816,2024-03-31T10:54:52.904Z
0.647376,2024-03-31T11:04:24.049Z
0.647376,2024-03-31T11:04:24.049Z
0.647147,2024-03-31T11:34:47.080Z
0.647504,2024-03-31T11:45:27.944Z
0.647504,2024-03-31T11:45:27.944Z
0.647117,2024-03-31T12:05:33.409Z
0.647117,2024-03-31T12:05:33.409Z
0.645371,2024-03-31T12:24:55.750Z
0.645371,2024-03-31T12:24:55.750Z
0.646736,2024-03-31T12:45:14.443Z
0.646736,2024-03-31T12:45:14.443Z
0.647634,2024-03-31T13:04:37.789Z
0.647634,2024-03-31T13:04:37.789Z
0.647808,2024-03-31T16:36:59.875Z
0.647808,2024-03-31T16:36:59.875Z
0.646748,2024-03-31T16:57:22.066Z
0.646267,2024-03-31T17:07:18.330Z
0.646456,2024-03-31T17:17:42.735Z
0.646456,2024-03-31T17:17:42.735Z
0.645727,2024-03-31T17:36:13.094Z
0.645534,2024-03-31T17:47:50.871Z
