Precio,fecha
0.209872,2024-03-29T16:09:58.883Z
0.211475,2024-03-29T16:20:44.851Z
0.211475,2024-03-29T16:20:44.851Z
0.211619,2024-03-29T16:30:18.909Z
0.211619,2024-03-29T16:30:18.909Z
0.213902,2024-03-29T16:50:17.558Z
0.213902,2024-03-29T16:50:17.558Z
0.212851,2024-03-29T17:00:48.118Z
0.212851,2024-03-29T17:00:48.118Z
0.216516,2024-03-29T17:20:02.056Z
0.216516,2024-03-29T17:20:02.056Z
0.215881,2024-03-29T17:41:35.191Z
0.215881,2024-03-29T17:41:35.191Z
0.215791,2024-03-29T18:00:20.629Z
0.215791,2024-03-29T18:00:20.629Z
0.214929,2024-03-29T18:22:33.478Z
0.214929,2024-03-29T18:22:33.478Z
0.214776,2024-03-29T18:32:40.416Z
0.215217,2024-03-29T18:41:57.483Z
0.214051,2024-03-29T19:03:26.324Z
0.214051,2024-03-29T19:03:26.324Z
0.213874,2024-03-29T19:12:54.891Z
0.213593,2024-03-29T19:33:42.340Z
0.213593,2024-03-29T19:33:42.340Z
0.212556,2024-03-29T19:43:33.229Z
0.21289,2024-03-29T19:54:02.672Z
0.213731,2024-03-29T20:03:34.080Z
0.213731,2024-03-29T20:03:34.080Z
0.213742,2024-03-29T20:13:35.064Z
0.213931,2024-03-29T20:33:36.130Z
0.213931,2024-03-29T20:33:36.130Z
0.211527,2024-03-29T22:14:57.171Z
0.211527,2024-03-29T22:14:57.171Z
0.209409,2024-03-30T10:19:56.244Z
0.209409,2024-03-30T10:19:56.244Z
0.209409,2024-03-30T10:19:56.244Z
0.2094,2024-03-30T10:30:26.309Z
0.210315,2024-03-30T11:00:41.120Z
0.210315,2024-03-30T11:00:41.120Z
0.210344,2024-03-30T11:21:50.248Z
0.210344,2024-03-30T11:21:50.248Z
0.208409,2024-03-30T14:14:38.001Z
0.208409,2024-03-30T14:14:38.001Z
0.208172,2024-03-30T14:24:24.662Z
0.208172,2024-03-30T14:24:24.662Z
0.207884,2024-03-30T14:34:52.016Z
0.207884,2024-03-30T14:34:52.016Z
0.207884,2024-03-30T14:34:52.016Z
0.206489,2024-03-30T14:44:26.345Z
0.206489,2024-03-30T14:44:26.345Z
0.206489,2024-03-30T14:44:26.345Z
0.20529,2024-03-30T15:04:36.623Z
0.20529,2024-03-30T15:04:36.623Z
0.20529,2024-03-30T15:04:36.623Z
0.205982,2024-03-30T15:14:37.899Z
0.205982,2024-03-30T15:14:37.899Z
0.205982,2024-03-30T15:14:37.899Z
0.204418,2024-03-30T15:34:55.544Z
0.204418,2024-03-30T15:34:55.544Z
0.204418,2024-03-30T15:34:55.544Z
0.203944,2024-03-30T15:45:45.859Z
0.203944,2024-03-30T15:45:45.859Z
0.203944,2024-03-30T15:45:45.859Z
0.204045,2024-03-30T16:05:08.201Z
0.204045,2024-03-30T16:05:08.201Z
0.204045,2024-03-30T16:05:08.201Z
0.203918,2024-03-30T16:15:23.539Z
0.203918,2024-03-30T16:15:23.539Z
0.201669,2024-03-30T16:34:56.432Z
0.20053,2024-03-30T16:45:49.882Z
0.20053,2024-03-30T16:45:49.882Z
0.200311,2024-03-30T17:06:40.809Z
0.200311,2024-03-30T17:06:40.809Z
0.19879,2024-03-30T17:27:22.598Z
0.198685,2024-03-30T17:36:34.507Z
0.199212,2024-03-30T17:46:26.912Z
0.199212,2024-03-30T17:46:26.912Z
0.200181,2024-03-30T18:06:59.578Z
0.200181,2024-03-30T18:06:59.578Z
0.201092,2024-03-30T18:27:40.184Z
0.200266,2024-03-30T19:48:19.604Z
0.200266,2024-03-30T19:48:19.604Z
0.201138,2024-03-30T20:59:09.595Z
0.201138,2024-03-30T20:59:09.595Z
0.20044,2024-03-30T22:40:30.239Z
0.20044,2024-03-30T22:40:30.239Z
0.20651,2024-03-31T10:34:24.458Z
0.20651,2024-03-31T10:34:24.458Z
0.206025,2024-03-31T10:55:19.781Z
0.205917,2024-03-31T11:04:45.805Z
0.205917,2024-03-31T11:04:45.805Z
0.206409,2024-03-31T11:34:44.662Z
0.206695,2024-03-31T11:45:14.780Z
0.206695,2024-03-31T11:45:14.780Z
0.206854,2024-03-31T12:04:59.445Z
0.206854,2024-03-31T12:04:59.445Z
0.206598,2024-03-31T12:25:07.476Z
0.206598,2024-03-31T12:25:07.476Z
0.207281,2024-03-31T12:44:56.517Z
0.207281,2024-03-31T12:44:56.517Z
0.206706,2024-03-31T13:04:35.013Z
0.206706,2024-03-31T13:04:35.013Z
0.211098,2024-03-31T16:36:51.457Z
0.211098,2024-03-31T16:36:51.457Z
0.210783,2024-03-31T16:56:22.795Z
0.212305,2024-03-31T17:06:37.101Z
0.212868,2024-03-31T17:17:53.244Z
0.212868,2024-03-31T17:17:53.244Z
0.212831,2024-03-31T17:37:06.498Z
0.2126,2024-03-31T17:47:13.013Z
