Precio,fecha
1.0,2024-03-29T16:06:32.047Z
1.0,2024-03-29T16:16:31.323Z
1.0,2024-03-29T16:16:31.323Z
0.999425,2024-03-29T16:26:10.929Z
0.999425,2024-03-29T16:26:10.929Z
1.001,2024-03-29T16:51:07.563Z
1.001,2024-03-29T16:51:07.563Z
0.998982,2024-03-29T16:56:02.907Z
0.998982,2024-03-29T16:56:02.907Z
1.0,2024-03-29T17:16:01.400Z
1.0,2024-03-29T17:16:01.400Z
1.0,2024-03-29T17:41:09.737Z
1.0,2024-03-29T17:41:09.737Z
0.999213,2024-03-29T17:56:15.635Z
0.999213,2024-03-29T17:56:15.635Z
1.001,2024-03-29T18:20:39.674Z
1.001,2024-03-29T18:20:39.674Z
1.0,2024-03-29T18:32:02.406Z
1.0,2024-03-29T18:41:28.533Z
1.0,2024-03-29T19:00:32.558Z
1.0,2024-03-29T19:00:32.558Z
1.0,2024-03-29T19:10:57.971Z
1.0,2024-03-29T19:30:59.877Z
1.0,2024-03-29T19:30:59.877Z
1.0,2024-03-29T19:41:02.060Z
1.001,2024-03-29T19:51:10.771Z
1.001,2024-03-29T20:01:51.794Z
1.001,2024-03-29T20:01:51.794Z
1.001,2024-03-29T20:11:15.032Z
1.0,2024-03-29T20:32:13.364Z
1.0,2024-03-29T20:32:13.364Z
1.001,2024-03-29T22:11:01.732Z
1.001,2024-03-29T22:11:01.732Z
1.0,2024-03-30T10:16:19.152Z
1.0,2024-03-30T10:16:19.152Z
1.0,2024-03-30T10:16:19.152Z
1.0,2024-03-30T10:31:05.227Z
1.0,2024-03-30T11:00:42.817Z
1.0,2024-03-30T11:00:42.817Z
1.001,2024-03-30T11:20:55.298Z
1.001,2024-03-30T11:20:55.298Z
1.0,2024-03-30T14:11:12.047Z
1.0,2024-03-30T14:11:12.047Z
1.001,2024-03-30T14:21:03.260Z
1.001,2024-03-30T14:21:03.260Z
1.001,2024-03-30T14:30:53.474Z
1.001,2024-03-30T14:30:53.474Z
1.001,2024-03-30T14:30:53.474Z
1.001,2024-03-30T14:40:55.006Z
1.001,2024-03-30T14:40:55.006Z
1.001,2024-03-30T14:40:55.006Z
1.001,2024-03-30T15:02:22.324Z
1.001,2024-03-30T15:02:22.324Z
1.001,2024-03-30T15:02:22.324Z
1.001,2024-03-30T15:11:16.494Z
1.001,2024-03-30T15:11:16.494Z
1.001,2024-03-30T15:11:16.494Z
1.0,2024-03-30T15:32:11.738Z
1.0,2024-03-30T15:32:11.738Z
1.0,2024-03-30T15:32:11.738Z
1.001,2024-03-30T15:41:32.779Z
1.001,2024-03-30T15:41:32.779Z
1.001,2024-03-30T15:41:32.779Z
1.001,2024-03-30T16:05:57.648Z
1.001,2024-03-30T16:05:57.648Z
1.001,2024-03-30T16:05:57.648Z
1.0,2024-03-30T16:15:53.215Z
1.0,2024-03-30T16:15:53.215Z
1.001,2024-03-30T16:32:06.015Z
1.0,2024-03-30T16:45:02.329Z
1.0,2024-03-30T16:45:02.329Z
1.0,2024-03-30T17:05:52.714Z
1.0,2024-03-30T17:05:52.714Z
1.0,2024-03-30T17:25:01.127Z
1.001,2024-03-30T17:35:40.376Z
1.0,2024-03-30T17:45:55.415Z
1.0,2024-03-30T17:45:55.415Z
1.0,2024-03-30T18:06:07.583Z
1.0,2024-03-30T18:06:07.583Z
1.001,2024-03-30T18:26:07.329Z
1.001,2024-03-30T19:46:33.519Z
1.001,2024-03-30T19:46:33.519Z
1.0,2024-03-30T20:56:00.080Z
1.0,2024-03-30T20:56:00.080Z
1.0,2024-03-30T22:36:32.251Z
1.0,2024-03-30T22:36:32.251Z
1.0,2024-03-31T10:31:00.074Z
1.0,2024-03-31T10:31:00.074Z
1.0,2024-03-31T10:51:05.782Z
0.999963,2024-03-31T11:00:48.951Z
0.999963,2024-03-31T11:00:48.951Z
1.0,2024-03-31T11:31:03.793Z
1.0,2024-03-31T11:40:45.139Z
1.0,2024-03-31T11:40:45.139Z
0.99986,2024-03-31T12:01:35.153Z
0.99986,2024-03-31T12:01:35.153Z
0.999336,2024-03-31T12:25:59.020Z
0.999336,2024-03-31T12:25:59.020Z
1.0,2024-03-31T12:41:37.609Z
1.0,2024-03-31T12:41:37.609Z
1.001,2024-03-31T13:01:04.610Z
1.001,2024-03-31T13:01:04.610Z
0.999699,2024-03-31T16:35:49.831Z
0.999699,2024-03-31T16:35:49.831Z
0.999687,2024-03-31T16:55:57.693Z
0.99987,2024-03-31T17:05:57.641Z
1.001,2024-03-31T17:15:56.739Z
1.001,2024-03-31T17:15:56.739Z
0.999912,2024-03-31T17:36:04.870Z
1.0,2024-03-31T17:45:58.830Z
